nom,reg-code,reg-nom,type,collab,url,techno,porteur,contact,twitter
Data Bourges Plus,24,Centre-Val de Loire,Portail,Mutualisé,https://data.bourgesplus.fr,OpenDataSoft,CA,,
Data Bretagne,53,Bretagne,Portail,Dédié,https://data.bretagne.bzh,OpenDataSoft,REG,,
Data Cap Atlantique,52,Pays de la Loire,Portail,Mutualisé,https://data.capatlantique.fr/,OpenDataSoft,CA,,
Data Carene,52,Pays de la Loire,Portail,Mutualisé,https://data.agglo-carene.fr,OpenDataSoft,CA,,
Data Centre Val de Loire,24,Centre-Val de Loire,Portail,Mutualisé,https://data.centrevaldeloire.fr,OpenDataSoft,REG,,
Data Charente 16,75,Nouvelle-Aquitaine,Portail,Dédié,https://data16.lacharente.fr,TYPO3 In Cite,DEP,,
Data Châteauroux Métropole,24,Centre-Val de Loire,Portail,Partagé,https://data.chateauroux-metropole.fr,OpenDataSoft,CA,,
Data Cœur Côte Fleurie,28,Normandie,Portail,Dédié,http://data.coeurcotefleurie.org,CKAN,CC,,
Data Conflans Sainte Honorine,11,Île-de-France,Portail,Dédié,https://data.ville-conflans.fr,OpenDataSoft,COM,,
Data Corsica,94,Corse,Portail,Mutualisé,https://www.data.corsica,OpenDataSoft,REG,,
Data Dunkerque Agglo,32,Hauts-de-France,Portail,Mutualisé,https://data.dunkerque-agglo.fr,OpenDataSoft,CU,,
Data Estuaire de la Seine,28,Normandie,Géoportail,Mutualisé,https://data.estuairedelaseine.fr,Spécifique,AGCT,,
Data Eurelien,24,Centre-Val de Loire,Portail,Dédié,https://data.eurelien.fr,OpenDataSoft,DEP,,
