siren,nom,type,regcode,url_ptf,nb_ptf,url_datagouv,nb_datagouv,id_datagouv,id_ods,pop_insee,lat,lon,merge,depcode,orga,tags,tranche_pop,tranche_ptf,platform_clean,text,id_odf,dep_label
213500010,ACIGNE,COM,BRE-53,https://data.rennesmetropole.fr/explore/?sort=modified&refine.publisher=Commune+d%27Acigné,4,,,,Commune d'Acigné,6275,48.1339,-1.53664,ptf,35,Data Rennes Métropole,Social-Citoyenneté,p_5_10,d_1_5,OpenDataSoft,"<p>L'organisation ACIGNE est une commune et se situe dans le département de Ille-et-Vilaine (35). Cette commune représente une population de 6275 habitants</p><br><p>ACIGNE publie uniquement sur un portail local avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié 4 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://data.rennesmetropole.fr/explore/?sort=modified&refine.publisher=Commune+d%27Acigné'> la plateforme de ACIGNE</a>.</p><br>",odf_213500010,Ille-et-Vilaine
254002272,ADACL Landes,AGCT,NAQ-75,,,https://www.data.gouv.fr/fr/organizations/agence-departementale-daide-aux-collectivites-locales-des-landes/#organization-datasets,6,,,410355,43.896942,-0.493159,datagouv,40,DataGouv,Equipements,p_250_500,d_6_10,DataGouv,"<p>L'organisation ADACL Landes est un autre groupement de collectivité territoriale et se situe dans le département de Landes (40). Cet autre groupement de collectivité territoriale représente une population de 410355 habitants</p><br><p>ADACL Landes publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 6 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/agence-departementale-daide-aux-collectivites-locales-des-landes/#organization-datasets'> sa page sur datagouv</a>.</p><br>",odf_254002272,Landes
306966110,ADEUPa,OACT,BRE-53,https://opendata.brest-metropole.fr/explore/?sort=modified&refine.publisher=ADEUPa,12,,,,,,48.390528,-4.486008,ptf,29,Opendata Brest Metropole,Economie-Urbanisme,p_na,d_11_25,OpenDataSoft,"<p>L'organisation ADEUPa est un organisme associé de collectivité territoriale et se situe dans le département de Finistère (29). </p><br><p>ADEUPa publie uniquement sur un portail local avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié 12 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://opendata.brest-metropole.fr/explore/?sort=modified&refine.publisher=ADEUPa'> la plateforme de ADEUPa</a>.</p><br>",odf_306966110,Finistère
384452611,ADICO SMI OISE,AGCT,HDF-32,https://opendata.adico.fr/fr/dataset?organization=adico,1,,,,,,49.445022,2.101691,ptf,60,Opendata ADICO 60,Administratif,p_na,d_1_5,CKAN,"<p>L'organisation ADICO SMI OISE est un autre groupement de collectivité territoriale et se situe dans le département de Oise (60). </p><br><p>ADICO SMI OISE publie uniquement sur un portail local avec une plateforme de type CKAN.</p><br><p>Cette organisation a publié 1 jeu de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://opendata.adico.fr/fr/dataset?organization=adico'> la plateforme de ADICO SMI OISE</a>.</p><br>",odf_384452611,Oise
214700015,AGEN,COM,NAQ-75,https://data.agen.fr/explore/?refine.publisher=Mairie+d%27Agen,5,https://www.data.gouv.fr/fr/organizations/5bec29278b4c412a07c7ee5f/,68,5bec29278b4c412a07c7ee5f,Mairie d'Agen,34956,44.202482,0.618546,ptf+datagouv,47,Data Agen,,p_25_50,d_51_100,OpenDataSoft,"<p>L'organisation AGEN est une commune et se situe dans le département de Lot-et-Garonne (47). Cette commune représente une population de 34956 habitants</p><br><p>AGEN publie sur un portail local et sur data.gouv avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié 73 jeux de données : 5 jeux de données sur sa plateforme et 68 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://data.agen.fr/explore/?refine.publisher=Mairie+d%27Agen'> la plateforme de AGEN</a> ou sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5bec29278b4c412a07c7ee5f/'> sa page sur datagouv</a>.</p><br>",odf_214700015,Lot-et-Garonne
776258261,AGENCE DE DEV. TOURISTIQUE DE L'ARDECHE,OACT,ARA-84,https://opendata.ardeche.fr/group/agence-de-développement-touristique-de-lardèche,3,,,,,,44.734568,4.598632,ptf,07,Opendata Ardèche,Tourisme,p_na,d_1_5,CKAN,"<p>L'organisation AGENCE DE DEV. TOURISTIQUE DE L'ARDECHE est un organisme associé de collectivité territoriale et se situe dans le département de Ardèche (07). </p><br><p>AGENCE DE DEV. TOURISTIQUE DE L'ARDECHE publie uniquement sur un portail local avec une plateforme de type CKAN.</p><br><p>Cette organisation a publié 3 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://opendata.ardeche.fr/group/agence-de-développement-touristique-de-lardèche'> la plateforme de AGENCE DE DEV. TOURISTIQUE DE L'ARDECHE</a>.</p><br>",odf_776258261,Ardèche
392178570,AGENCE DE TOURISME DE LA CORSE,OACT,COR-94,https://www.data.corsica/explore/?refine.publisher=Agence+de+Tourisme+de+la+Corse,14,,,,Agence de Tourisme de la Corse,,41.92115,8.738851,ptf,2A,Data Corsica,Tourisme,p_na,d_11_25,OpenDataSoft,"<p>L'organisation AGENCE DE TOURISME DE LA CORSE est un organisme associé de collectivité territoriale et se situe dans le département de Corse-du-Sud (2A). </p><br><p>AGENCE DE TOURISME DE LA CORSE publie uniquement sur un portail local avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié 14 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.corsica/explore/?refine.publisher=Agence+de+Tourisme+de+la+Corse'> la plateforme de AGENCE DE TOURISME DE LA CORSE</a>.</p><br>",odf_392178570,Corse-du-Sud
287500052,AGENCE DES ESPACES VERTS ILE DE FRANCE,OACT,IDF-11,https://data.iledefrance.fr/explore/?sort=modified&refine.publisher=Agence+des+espaces+verts+d%27%C3%8Ele+de+France+(AEV),23,,,,Agence des espaces verts d'Île de France (AEV),,48.896651,2.402616,ptf,93,Data Ile de France,Environnement-Equipements,p_na,d_11_25,OpenDataSoft,"<p>L'organisation AGENCE DES ESPACES VERTS ILE DE FRANCE est un organisme associé de collectivité territoriale et se situe dans le département de Seine-Saint-Denis (93). </p><br><p>AGENCE DES ESPACES VERTS ILE DE FRANCE publie uniquement sur un portail local avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié 23 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://data.iledefrance.fr/explore/?sort=modified&refine.publisher=Agence+des+espaces+verts+d%27%C3%8Ele+de+France+(AEV)'> la plateforme de AGENCE DES ESPACES VERTS ILE DE FRANCE</a>.</p><br>",odf_287500052,Seine-Saint-Denis
256404393,AGENCE PUBLIQUE DE GESTION LOCALE PYR. ATLANTIQUES,AGCT,NAQ-75,,,https://www.data.gouv.fr/fr/organizations/5c94a888634f415e8c85de26/,1,5c94a888634f415e8c85de26,,,43.31,-0.358315,datagouv,64,DataGouv,,p_na,d_1_5,DataGouv,"<p>L'organisation AGENCE PUBLIQUE DE GESTION LOCALE PYR. ATLANTIQUES est un autre groupement de collectivité territoriale et se situe dans le département de Pyrénées-Atlantiques (64). </p><br><p>AGENCE PUBLIQUE DE GESTION LOCALE PYR. ATLANTIQUES publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 1 jeu de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5c94a888634f415e8c85de26/'> sa page sur datagouv</a>.</p><br>",odf_256404393,Pyrénées-Atlantiques
216400085,AHAXE-ALCIETTE-BASCASSAN,COM,NAQ-75,,,https://www.data.gouv.fr/fr/organizations/ahaxe-alciette-bascassan/,2,5f55fc85c2d347d5abab8c57,,271,43.143915,-1.177989,datagouv,64,DataGouv,Equipements,p_0_1,d_1_5,DataGouv,"<p>L'organisation AHAXE-ALCIETTE-BASCASSAN est une commune et se situe dans le département de Pyrénées-Atlantiques (64). Cette commune représente une population de 271 habitants</p><br><p>AHAXE-ALCIETTE-BASCASSAN publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 2 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/ahaxe-alciette-bascassan/'> sa page sur datagouv</a>.</p><br>",odf_216400085,Pyrénées-Atlantiques
210400016,AIGLUN,COM,PAC-93,https://trouver.datasud.fr/organization/commune-daiglun-04,4,,,,,1384,44.04942,6.137558,ptf,04,Data Sud,Culture-Administratif,p_1_5,d_1_5,CKAN,"<p>L'organisation AIGLUN est une commune et se situe dans le département de Alpes-de-Haute-Provence (04). Cette commune représente une population de 1384 habitants</p><br><p>AIGLUN publie uniquement sur un portail local avec une plateforme de type CKAN.</p><br><p>Cette organisation a publié 4 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://trouver.datasud.fr/organization/commune-daiglun-04'> la plateforme de AIGLUN</a>.</p><br>",odf_210400016,Alpes-de-Haute-Provence
210500039,AIGUILLES,COM,PAC-93,,,https://www.data.gouv.fr/fr/organizations/aiguilles/,1,,,411,44.781105,6.868662,datagouv,05,DataGouv,Equipements,p_0_1,d_1_5,DataGouv,"<p>L'organisation AIGUILLES est une commune et se situe dans le département de Hautes-Alpes (05). Cette commune représente une population de 411 habitants</p><br><p>AIGUILLES publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 1 jeu de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/aiguilles/'> sa page sur datagouv</a>.</p><br>",odf_210500039,Hautes-Alpes
220100010,AIN,DEP,ARA-84,http://departement-ain.opendata.arcgis.com/datasets?source=D%C3%A9partement%20de%20l%27Ain,39,https://www.data.gouv.fr/fr/organizations/5851009688ee3870fbc65bb3,12,5851009688ee3870fbc65bb3,,653688,46.206562,5.241979,ptf+datagouv,01,Opendata Ain,Environnement-Urbanisme-Transport,p_500_1000,d_51_100,ArcGIS,"<p>L'organisation AIN est un département et se situe dans le département de Ain (01). Ce département représente une population de 653688 habitants</p><br><p>AIN publie sur un portail local et sur data.gouv avec une plateforme de type ArcGIS.</p><br><p>Cette organisation a publié 51 jeux de données : 39 jeux de données sur sa plateforme et 12 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='http://departement-ain.opendata.arcgis.com/datasets?source=D%C3%A9partement%20de%20l%27Ain'> la plateforme de AIN</a> ou sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5851009688ee3870fbc65bb3'> sa page sur datagouv</a>.</p><br>",odf_220100010,Ain
216400119,AINCILE,COM,NAQ-75,,,https://www.data.gouv.fr/fr/organizations/aincille/,3,,,114,43.144235,-1.196101,datagouv,64,DataGouv,Equipements,p_0_1,d_1_5,DataGouv,"<p>L'organisation AINCILE est une commune et se situe dans le département de Pyrénées-Atlantiques (64). Cette commune représente une population de 114 habitants</p><br><p>AINCILE publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 3 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/aincille/'> sa page sur datagouv</a>.</p><br>",odf_216400119,Pyrénées-Atlantiques
216400135,AINHICE MONGELOS,COM,NAQ-75,,,https://www.data.gouv.fr/fr/organizations/5f340b1cfbebbe5c7c80d24e/,2,5f340b1cfbebbe5c7c80d24e,,173,43.206295,-1.15566,datagouv,64,DataGouv,Equipements,p_0_1,d_1_5,DataGouv,"<p>L'organisation AINHICE MONGELOS est une commune et se situe dans le département de Pyrénées-Atlantiques (64). Cette commune représente une population de 173 habitants</p><br><p>AINHICE MONGELOS publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 2 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5f340b1cfbebbe5c7c80d24e/'> sa page sur datagouv</a>.</p><br>",odf_216400135,Pyrénées-Atlantiques
216400143,AINHOA,COM,NAQ-75,,,https://www.data.gouv.fr/fr/organizations/commune-dainhoa/,1,5d4834076f444118283abfcf,,671,43.306722,-1.498812,datagouv,64,DataGouv,Equipements,p_0_1,d_1_5,DataGouv,"<p>L'organisation AINHOA est une commune et se situe dans le département de Pyrénées-Atlantiques (64). Cette commune représente une population de 671 habitants</p><br><p>AINHOA publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 1 jeu de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/commune-dainhoa/'> sa page sur datagouv</a>.</p><br>",odf_216400143,Pyrénées-Atlantiques
404453110,AIR BREIZH,OACT,BRE-53,http://data.airbreizh.asso.fr/geonetwork/srv/fre/catalog.search#/search?facet.q=type%2Fdataset,29,,,,,,48.0824,-1.68007,ptf,35,Data Air Breizh,Environnement,p_na,d_26_50,GeoNetwork,"<p>L'organisation AIR BREIZH est un organisme associé de collectivité territoriale et se situe dans le département de Ille-et-Vilaine (35). </p><br><p>AIR BREIZH publie uniquement sur un portail local avec une plateforme de type GeoNetwork.</p><br><p>Cette organisation a publié 29 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='http://data.airbreizh.asso.fr/geonetwork/srv/fre/catalog.search#/search?facet.q=type%2Fdataset'> la plateforme de AIR BREIZH</a>.</p><br>",odf_404453110,Ille-et-Vilaine
323266205,AIR PAYS DE LA LOIRE,OACT,PDL-52,https://data.airpl.org/geonetwork/srv/fre/catalog.search#/search?facet.q=type%2Fdataset,28,https://www.data.gouv.fr/fr/organizations/534fff53a3a7292c64a77cd7/,10,534fff53a3a7292c64a77cd7,,,47.276236,-1.510937,ptf+datagouv,44,Data Air Pays de la Loire,Environnement,p_na,d_26_50,GeoNetwork,"<p>L'organisation AIR PAYS DE LA LOIRE est un organisme associé de collectivité territoriale et se situe dans le département de Loire-Atlantique (44). </p><br><p>AIR PAYS DE LA LOIRE publie sur un portail local et sur data.gouv avec une plateforme de type GeoNetwork.</p><br><p>Cette organisation a publié 38 jeux de données : 28 jeux de données sur sa plateforme et 10 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://data.airpl.org/geonetwork/srv/fre/catalog.search#/search?facet.q=type%2Fdataset'> la plateforme de AIR PAYS DE LA LOIRE</a> ou sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/534fff53a3a7292c64a77cd7/'> sa page sur datagouv</a>.</p><br>",odf_323266205,Loire-Atlantique
214000010,AIRE SUR L'ADOUR,COM,NAQ-75,,,https://www.data.gouv.fr/fr/organizations/5b9a1371634f417f35dc4a7c/,1,5b9a1371634f417f35dc4a7c,,6099,43.7024,-0.262945,datagouv,40,DataGouv,Equipements,p_5_10,d_1_5,DataGouv,"<p>L'organisation AIRE SUR L'ADOUR est une commune et se situe dans le département de Landes (40). Cette commune représente une population de 6099 habitants</p><br><p>AIRE SUR L'ADOUR publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 1 jeu de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5b9a1371634f417f35dc4a7c/'> sa page sur datagouv</a>.</p><br>",odf_214000010,Landes
316465236,AIRPARIF,OACT,IDF-11,https://data-airparif-asso.opendata.arcgis.com/datasets,161,https://www.data.gouv.fr/fr/organizations/5a4381adc751df74bae4627d/,13,5a4381adc751df74bae4627d,,,48.848961,2.365279,ptf+datagouv,75,Data Airparif,Environnement,p_na,d_101_250,ArcGIS,"<p>L'organisation AIRPARIF est un organisme associé de collectivité territoriale et se situe dans le département de Paris (75). </p><br><p>AIRPARIF publie sur un portail local et sur data.gouv avec une plateforme de type ArcGIS.</p><br><p>Cette organisation a publié 174 jeux de données : 161 jeux de données sur sa plateforme et 13 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://data-airparif-asso.opendata.arcgis.com/datasets'> la plateforme de AIRPARIF</a> ou sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5a4381adc751df74bae4627d/'> sa page sur datagouv</a>.</p><br>",odf_316465236,Paris
211300017,AIX EN PROVENCE,COM,PAC-93,https://aix-en-provence.opendatasoft.com/explore/?sort=modified&refine.publisher=Ville+d%27Aix+en+Provence,3,,,,Ville d'Aix en Provence,143006,43.5283,5.453301,ptf,13,Aix en Provence Open Data,Administratif,p_100_250,d_1_5,OpenDataSoft,"<p>L'organisation AIX EN PROVENCE est une commune et se situe dans le département de Bouches-du-Rhône (13). Cette commune représente une population de 143006 habitants</p><br><p>AIX EN PROVENCE publie uniquement sur un portail local avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié 3 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://aix-en-provence.opendatasoft.com/explore/?sort=modified&refine.publisher=Ville+d%27Aix+en+Provence'> la plateforme de AIX EN PROVENCE</a>.</p><br>",odf_211300017,Bouches-du-Rhône
217300086,AIX LES BAINS,COM,ARA-84,,,https://www.data.gouv.fr/fr/organizations/5ab9e75188ee387964e77c2b/,1,5ab9e75188ee387964e77c2b,,30291,45.688789,5.914682,datagouv,73,DataGouv,Citoyenneté,p_25_50,d_1_5,DataGouv,"<p>L'organisation AIX LES BAINS est une commune et se situe dans le département de Savoie (73). Cette commune représente une population de 30291 habitants</p><br><p>AIX LES BAINS publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 1 jeu de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5ab9e75188ee387964e77c2b/'> sa page sur datagouv</a>.</p><br>",odf_217300086,Savoie
218700102,AIXE SUR VIENNE,COM,NAQ-75,,,https://www.data.gouv.fr/fr/organizations/commune-daixe-sur-vienne/,1,,,5820,45.796758,1.136213,datagouv,87,DataGouv,Equipements,p_5_10,d_1_5,DataGouv,"<p>L'organisation AIXE SUR VIENNE est une commune et se situe dans le département de Haute-Vienne (87). Cette commune représente une population de 5820 habitants</p><br><p>AIXE SUR VIENNE publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 1 jeu de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/commune-daixe-sur-vienne/'> sa page sur datagouv</a>.</p><br>",odf_218700102,Haute-Vienne
218100048,ALBI,COM,OCC-76,https://opendata.mairie-albi.fr/dataset?q=,24,,,,,48970,43.927755,2.147899,ptf,81,Opendata Albi,Administratif-Culture-Santé-Transport-Citoyenneté-Environnement-Equipements,p_25_50,d_11_25,CKAN,"<p>L'organisation ALBI est une commune et se situe dans le département de Tarn (81). Cette commune représente une population de 48970 habitants</p><br><p>ALBI publie uniquement sur un portail local avec une plateforme de type CKAN.</p><br><p>Cette organisation a publié 24 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://opendata.mairie-albi.fr/dataset?q='> la plateforme de ALBI</a>.</p><br>",odf_218100048,Tarn
215600016,ALLAIRE,COM,BRE-53,,,https://www.data.gouv.fr/fr/organizations/5a1d2901c751df5e50300f1c,1,5a1d2901c751df5e50300f1c,,3902,47.636403,-2.164071,datagouv,56,DataGouv,Administratif,p_1_5,d_1_5,DataGouv,"<p>L'organisation ALLAIRE est une commune et se situe dans le département de Morbihan (56). Cette commune représente une population de 3902 habitants</p><br><p>ALLAIRE publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 1 jeu de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5a1d2901c751df5e50300f1c'> sa page sur datagouv</a>.</p><br>",odf_215600016,Morbihan
220400014,ALPES DE HAUTE PROVENCE,DEP,PAC-93,https://trouver.datasud.fr/organization/conseil-departemental-des-alpes-de-haute-provence,34,,,,,161980,48.260697,2.43118,ptf,04,Data Sud,Culture-Citoyenneté-Administratif-Environnement-Sport-Equipements,p_100_250,d_26_50,CKAN,"<p>L'organisation ALPES DE HAUTE PROVENCE est un département et se situe dans le département de Alpes-de-Haute-Provence (04). Ce département représente une population de 161980 habitants</p><br><p>ALPES DE HAUTE PROVENCE publie uniquement sur un portail local avec une plateforme de type CKAN.</p><br><p>Cette organisation a publié 34 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://trouver.datasud.fr/organization/conseil-departemental-des-alpes-de-haute-provence'> la plateforme de ALPES DE HAUTE PROVENCE</a>.</p><br>",odf_220400014,Alpes-de-Haute-Provence
220600019,ALPES MARITIMES,DEP,PAC-93,https://data.departement06.fr,24,https://www.data.gouv.fr/fr/organizations/5e00c7456f444104766e92d6/,24,5e00c7456f444104766e92d6,,1083704,43.712854,7.253866,ptf+datagouv,06,Data Alpes Maritimes 06,Culture-Tourisme-Equipements-Environnement-Administratif-Citoyenneté,p_1000_5000.001,d_26_50,OpenDataSoft,"<p>L'organisation ALPES MARITIMES est un département et se situe dans le département de Alpes-Maritimes (06). Ce département représente une population de 1083704 habitants</p><br><p>ALPES MARITIMES publie sur un portail local et sur data.gouv avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié 48 jeux de données : 24 jeux de données sur sa plateforme et 24 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://data.departement06.fr'> la plateforme de ALPES MARITIMES</a> ou sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5e00c7456f444104766e92d6/'> sa page sur datagouv</a>.</p><br>",odf_220600019,Alpes-Maritimes
254003304,ALPI 40 LANDE,AGCT,NAQ-75,https://www.pigma.org/datanouvelleaquitaine/dataset?sort=score+desc%2C+metadata_modified+desc&organization=agence_landaise_pour_l_informatique&q=alpi&ext_bbox=&ext_prev_extent=-6.0205078125%2C41.77131167976407%2C6.8115234375%2C47.989921667414194,4,https://www.data.gouv.fr/fr/organizations/59b2610dc751df4ea9075aea/,5,59b2610dc751df4ea9075aea,,,43.896897,-0.493175,ptf+datagouv,40,DataGouv-Data Nouvelle Aquitaine PIGMA,Administratif-Social,p_na,d_6_10,DataGouv-CKAN,"<p>L'organisation ALPI 40 LANDE est un autre groupement de collectivité territoriale et se situe dans le département de Landes (40). </p><br><p>ALPI 40 LANDE publie sur un portail local et sur data.gouv avec une plateforme de type DataGouv-CKAN.</p><br><p>Cette organisation a publié 9 jeux de données : 4 jeux de données sur sa plateforme et 5 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.pigma.org/datanouvelleaquitaine/dataset?sort=score+desc%2C+metadata_modified+desc&organization=agence_landaise_pour_l_informatique&q=alpi&ext_bbox=&ext_prev_extent=-6.0205078125%2C41.77131167976407%2C6.8115234375%2C47.989921667414194'> la plateforme de ALPI 40 LANDE</a> ou sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/59b2610dc751df4ea9075aea/'> sa page sur datagouv</a>.</p><br>",odf_254003304,Landes
213000102,ANDUZE,COM,OCC-76,,,https://www.data.gouv.fr/fr/organizations/5c49b5498b4c4139d1714d76/,3,5c49b5498b4c4139d1714d76,,3484,44.0538,3.98467,datagouv,30,DataGouv,Administratif,p_1_5,d_1_5,DataGouv,"<p>L'organisation ANDUZE est une commune et se situe dans le département de Gard (30). Cette commune représente une population de 3484 habitants</p><br><p>ANDUZE publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 3 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5c49b5498b4c4139d1714d76/'> sa page sur datagouv</a>.</p><br>",odf_213000102,Gard
214900078,ANGERS,COM,PDL-52,https://data.angers.fr/explore/?refine.publisher=Ville+d%27Angers,45,,,,Ville d'Angers,155984,47.47207,-0.556585,ptf,49,Data Angers,Administratif-Citoyenneté-Culture-Equipements,p_100_250,d_26_50,OpenDataSoft,"<p>L'organisation ANGERS est une commune et se situe dans le département de Maine-et-Loire (49). Cette commune représente une population de 155984 habitants</p><br><p>ANGERS publie uniquement sur un portail local avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié 45 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://data.angers.fr/explore/?refine.publisher=Ville+d%27Angers'> la plateforme de ANGERS</a>.</p><br>",odf_214900078,Maine-et-Loire
244900015,ANGERS LOIRE METROPOLE,CU,PDL-52,https://data.angers.fr/explore/?refine.publisher=Angers+Loire+M%C3%A9tropole,36,https://www.data.gouv.fr/fr/organizations/538346d6a3a72906c7ec5c36,115,538346d6a3a72906c7ec5c36,Angers Loire Métropole,293701,47.4719,-0.547983,ptf+datagouv,49,Data Angers,Urbanisme-Transport-Environnement-Citoyenneté-Administratif-Culture,p_250_500,d_101_250,OpenDataSoft,"<p>L'organisation ANGERS LOIRE METROPOLE est une communauté urbaine et se situe dans le département de Maine-et-Loire (49). Cette communauté urbaine représente une population de 293701 habitants</p><br><p>ANGERS LOIRE METROPOLE publie sur un portail local et sur data.gouv avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié 151 jeux de données : 36 jeux de données sur sa plateforme et 115 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://data.angers.fr/explore/?refine.publisher=Angers+Loire+M%C3%A9tropole'> la plateforme de ANGERS LOIRE METROPOLE</a> ou sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/538346d6a3a72906c7ec5c36'> sa page sur datagouv</a>.</p><br>",odf_244900015,Maine-et-Loire
216400242,ANGLET,COM,NAQ-75,https://anglet-opendatapaysbasque.opendatasoft.com/explore/?sort=modified,19,,,,,38929,43.4766,-1.5135,ptf,64,Opendata Anglet,Administratif-Culture-Citoyenneté-Environnement-Equipements-Sport,p_25_50,d_11_25,OpenDataSoft,"<p>L'organisation ANGLET est une commune et se situe dans le département de Pyrénées-Atlantiques (64). Cette commune représente une population de 38929 habitants</p><br><p>ANGLET publie uniquement sur un portail local avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié 19 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://anglet-opendatapaysbasque.opendatasoft.com/explore/?sort=modified'> la plateforme de ANGLET</a>.</p><br>",odf_216400242,Pyrénées-Atlantiques
