siren,nom,type,regcode,url_ptf,nb_ptf,url_datagouv,nb_datagouv,id_datagouv,id_ods,pop_insee,lat,lon,merge,depcode,orga,tags,tranche_pop,tranche_ptf,platform_clean,text,id_odf,dep_label
210401048,LIMANS,COM,PAC-93,,,https://www.data.gouv.fr/fr/organizations/communaute-de-communes-du-pays-de-forcalquier-montagne-de-lure/,1,,,380,43.984923,5.731154,datagouv,04,DataGouv,Equipements,p_0_1,d_1_5,DataGouv,"<p>L'organisation LIMANS est une commune et se situe dans le département de Alpes-de-Haute-Provence (04). Cette commune représente une population de 380 habitants</p><br><p>LIMANS publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 1 jeu de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/communaute-de-communes-du-pays-de-forcalquier-montagne-de-lure/'> sa page sur datagouv</a>.</p><br>",odf_210401048,Alpes-de-Haute-Provence
218708501,LIMOGES,COM,NAQ-75,https://sig-ville-limoges.opendata.arcgis.com,1,https://www.data.gouv.fr/fr/organizations/54acf7fcc751df4851de6536,3,54acf7fcc751df4851de6536,,136059,45.833763,1.260768,ptf+datagouv,87,DataGouv,Equipements,p_100_250,d_1_5,DataGouv,"<p>L'organisation LIMOGES est une commune et se situe dans le département de Haute-Vienne (87). Cette commune représente une population de 136059 habitants</p><br><p>LIMOGES publie sur un portail local et sur data.gouv avec une plateforme de type DataGouv.</p><br><p>Cette organisation a publié 4 jeux de données : 1 jeu de données sur sa plateforme et 3 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://sig-ville-limoges.opendata.arcgis.com'> la plateforme de LIMOGES</a> ou sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/54acf7fcc751df4851de6536'> sa page sur datagouv</a>.</p><br>",odf_218708501,Haute-Vienne
216901165,LIMONEST,COM,ARA-84,https://data.grandlyon.com/recherche?responsibleParty.organisationName=Commune%20de%20Limonest,1,,,,,3583,45.83567,4.770834,ptf,69,Data Grand Lyon,Administratif-Citoyenneté-Equipements-Environnement-Social-Urbanisme-Economie-Transport,p_1_5,d_1_5,GeoNetwork,"<p>L'organisation LIMONEST est une commune et se situe dans le département de Rhône (69). Cette commune représente une population de 3583 habitants</p><br><p>LIMONEST publie uniquement sur un portail local avec une plateforme de type GeoNetwork.</p><br><p>Cette organisation a publié 1 jeu de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://data.grandlyon.com/recherche?responsibleParty.organisationName=Commune%20de%20Limonest'> la plateforme de LIMONEST</a>.</p><br>",odf_216901165,Rhône
211403662,LISIEUX,COM,NOR-28,,,https://www.data.gouv.fr/fr/organizations/57835411c751df7f2ef3855e,13,57835411c751df7f2ef3855e,,21576,49.145244,0.22421,datagouv,14,DataGouv,Administratif-Citoyenneté-Télécom,p_10_25,d_11_25,DataGouv,"<p>L'organisation LISIEUX est une commune et se situe dans le département de Calvados (14). Cette commune représente une population de 21576 habitants</p><br><p>LISIEUX publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 13 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/57835411c751df7f2ef3855e'> sa page sur datagouv</a>.</p><br>",odf_211403662,Calvados
219103405,LISSES,COM,IDF-11,https://lisses-grandparissud.opendatasoft.com/explore/?sort=modified&refine.publisher=Ville+de+Lisses,2,,,,,7445,48.596001,2.423789,ptf,91,Data Grand Paris Sud,Citoyenneté-Administratif,p_5_10,d_1_5,OpenDataSoft,"<p>L'organisation LISSES est une commune et se situe dans le département de Essonne (91). Cette commune représente une population de 7445 habitants</p><br><p>LISSES publie uniquement sur un portail local avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié 2 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://lisses-grandparissud.opendatasoft.com/explore/?sort=modified&refine.publisher=Ville+de+Lisses'> la plateforme de LISSES</a>.</p><br>",odf_219103405,Essonne
224100016,LOIR ET CHER,DEP,CVL-24,,,https://www.data.gouv.fr/fr/organizations/534fff68a3a7292c64a77d8a,69,534fff68a3a7292c64a77d8a,,330727,47.581246,1.316402,datagouv,41,DataGouv,Culture-Administratif-Tourisme-Economie-Social-Transport-Urbanisme-Enfance-Environnement,p_250_500,d_51_100,DataGouv,"<p>L'organisation LOIR ET CHER est un département et se situe dans le département de Loir-et-Cher (41). Ce département représente une population de 330727 habitants</p><br><p>LOIR ET CHER publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 69 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/534fff68a3a7292c64a77d8a'> sa page sur datagouv</a>.</p><br>",odf_224100016,Loir-et-Cher
224400028,LOIRE ATLANTIQUE,DEP,PDL-52,https://data.loire-atlantique.fr/explore/?refine.publisher=Département+de+Loire-Atlantique,260,https://www.data.gouv.fr/fr/organizations/534fff6fa3a7292c64a77dc1/,257,534fff6fa3a7292c64a77dc1,Département de Loire-Atlantique,1426000,47.239367,-1.555335,ptf+datagouv,44,Data Loire Atlantique,Transport-Social-Economie-Administratif-Citoyenneté-Education-Culture-Environnement-Equipements-Urbanisme,p_1000_5000.001,d_501_5000,OpenDataSoft,"<p>L'organisation LOIRE ATLANTIQUE est un département et se situe dans le département de Loire-Atlantique (44). Ce département représente une population de 1426000 habitants</p><br><p>LOIRE ATLANTIQUE publie sur un portail local et sur data.gouv avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié 517 jeux de données : 260 jeux de données sur sa plateforme et 257 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://data.loire-atlantique.fr/explore/?refine.publisher=Département+de+Loire-Atlantique'> la plateforme de LOIRE ATLANTIQUE</a> ou sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/534fff6fa3a7292c64a77dc1/'> sa page sur datagouv</a>.</p><br>",odf_224400028,Loire-Atlantique
793698705,LOIRE ATLANTIQUE DEVELOPPEMENT,OACT,PDL-52,https://data.loire-atlantique.fr/explore/?refine.publisher=Loire-Atlantique+Développement,17,https://www.data.gouv.fr/fr/organizations/534fff87a3a7292c64a77eb0/,20,534fff87a3a7292c64a77eb0,Loire-Atlantique Développement,,47.204553,-1.554793,ptf+datagouv,44,Data Loire Atlantique,Economie-Tourisme,p_na,d_26_50,OpenDataSoft,"<p>L'organisation LOIRE ATLANTIQUE DEVELOPPEMENT est un organisme associé de collectivité territoriale et se situe dans le département de Loire-Atlantique (44). </p><br><p>LOIRE ATLANTIQUE DEVELOPPEMENT publie sur un portail local et sur data.gouv avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié 37 jeux de données : 17 jeux de données sur sa plateforme et 20 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://data.loire-atlantique.fr/explore/?refine.publisher=Loire-Atlantique+Développement'> la plateforme de LOIRE ATLANTIQUE DEVELOPPEMENT</a> ou sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/534fff87a3a7292c64a77eb0/'> sa page sur datagouv</a>.</p><br>",odf_793698705,Loire-Atlantique
315387209,LOIRE ATLANTIQUE TOURISME,OACT,PDL-52,https://data.loire-atlantique.fr/explore/?refine.publisher=e-SPRIT,26,,,,e-SPRIT,,47.243905,-1.536591,ptf,44,Data Loire Atlantique,Tourisme,p_na,d_26_50,OpenDataSoft,"<p>L'organisation LOIRE ATLANTIQUE TOURISME est un organisme associé de collectivité territoriale et se situe dans le département de Loire-Atlantique (44). </p><br><p>LOIRE ATLANTIQUE TOURISME publie uniquement sur un portail local avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié 26 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://data.loire-atlantique.fr/explore/?refine.publisher=e-SPRIT'> la plateforme de LOIRE ATLANTIQUE TOURISME</a>.</p><br>",odf_315387209,Loire-Atlantique
224500017,LOIRET,DEP,CVL-24,https://open-loiret.opendata.arcgis.com/datasets?source=Conseil%20d%C3%A9partemental%20du%20Loiret&t=donn%C3%A9es%20ouvertes,41,https://www.data.gouv.fr/fr/organizations/57d90ef4c751df44fb79df72,183,57d90ef4c751df44fb79df72,,678722,47.87372,1.910933,ptf+datagouv,45,Opendata Loiret,Administratif-Citoyenneté-Equipements-Tourisme-Environnement-Social-Santé-Transport-Culture-Urbanisme,p_500_1000,d_101_250,ArcGIS,"<p>L'organisation LOIRET est un département et se situe dans le département de Loiret (45). Ce département représente une population de 678722 habitants</p><br><p>LOIRET publie sur un portail local et sur data.gouv avec une plateforme de type ArcGIS.</p><br><p>Cette organisation a publié 224 jeux de données : 41 jeux de données sur sa plateforme et 183 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://open-loiret.opendata.arcgis.com/datasets?source=Conseil%20d%C3%A9partemental%20du%20Loiret&t=donn%C3%A9es%20ouvertes'> la plateforme de LOIRET</a> ou sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/57d90ef4c751df44fb79df72'> sa page sur datagouv</a>.</p><br>",odf_224500017,Loiret
219103454,LONGJUMEAU,COM,IDF-11,,,https://www.data.gouv.fr/fr/organizations/534fff88a3a7292c64a77eb2,13,534fff88a3a7292c64a77eb2,,21949,48.696761,2.294816,datagouv,91,DataGouv,Administratif-Citoyenneté-Education-Social,p_10_25,d_11_25,DataGouv,"<p>L'organisation LONGJUMEAU est une commune et se situe dans le département de Essonne (91). Cette commune représente une population de 21949 habitants</p><br><p>LONGJUMEAU publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 13 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/534fff88a3a7292c64a77eb2'> sa page sur datagouv</a>.</p><br>",odf_219103454,Essonne
215903600,LOOS,COM,HDF-32,https://opendata.lillemetropole.fr/explore/?sort=modified&refine.publisher=Ville+de+Loos,4,,,,Ville de Loos,21442,50.609208,3.016252,ptf,59,Opendata Lille Métropole,Transport-Equipements-Environnement-Administratif-Citoyenneté-Culture-Urbanisme,p_10_25,d_1_5,OpenDataSoft,"<p>L'organisation LOOS est une commune et se situe dans le département de Nord (59). Cette commune représente une population de 21442 habitants</p><br><p>LOOS publie uniquement sur un portail local avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié 4 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://opendata.lillemetropole.fr/explore/?sort=modified&refine.publisher=Ville+de+Loos'> la plateforme de LOOS</a>.</p><br>",odf_215903600,Nord
215601212,LORIENT,COM,BRE-53,https://www.opendata56.fr/explore/?disjunctive.publisher&sort=modified&refine.publisher=Ville+de+Lorient,23,https://www.data.gouv.fr/fr/organizations/59e05c6588ee386ef4f4f86d/,25,59e05c6588ee386ef4f4f86d,Ville de Lorient,57567,47.7458,-3.36688,ptf+datagouv,56,Opendata Morbihan 56,Equipements-Santé-Culture-Urbanisme-Education-Administratif-Citoyenneté,p_50_100,d_26_50,OpenDataSoft,"<p>L'organisation LORIENT est une commune et se situe dans le département de Morbihan (56). Cette commune représente une population de 57567 habitants</p><br><p>LORIENT publie sur un portail local et sur data.gouv avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié 48 jeux de données : 23 jeux de données sur sa plateforme et 25 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.opendata56.fr/explore/?disjunctive.publisher&sort=modified&refine.publisher=Ville+de+Lorient'> la plateforme de LORIENT</a> ou sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/59e05c6588ee386ef4f4f86d/'> sa page sur datagouv</a>.</p><br>",odf_215601212,Morbihan
224600015,LOT,DEP,OCC-76,,,https://www.data.gouv.fr/fr/organizations/5ac5c34488ee386e5ad2bb40/,4,5ac5c34488ee386e5ad2bb40,,171770,47.774587,-1.821881,datagouv,46,DataGouv,Administratif-Citoyenneté,p_100_250,d_1_5,DataGouv,"<p>L'organisation LOT est un département et se situe dans le département de Lot (46). Ce département représente une population de 171770 habitants</p><br><p>LOT publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 4 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5ac5c34488ee386e5ad2bb40/'> sa page sur datagouv</a>.</p><br>",odf_224600015,Lot
200067460,LOUDEAC COMMUNAUTE,CC,BRE-53,http://datarmor.cotesdarmor.fr/donnees,2,,,,,51288,48.177645,-2.759338,ptf,22,Dat'Armor,Equipements-Environnement-Social-Administratif-Culture,p_50_100,d_1_5,MGDIS Open Data,"<p>L'organisation LOUDEAC COMMUNAUTE est une communauté de communes et se situe dans le département de Côtes d'Armor (22). Cette communauté de communes représente une population de 51288 habitants</p><br><p>LOUDEAC COMMUNAUTE publie uniquement sur un portail local avec une plateforme de type MGDIS Open Data.</p><br><p>Cette organisation a publié 2 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='http://datarmor.cotesdarmor.fr/donnees'> la plateforme de LOUDEAC COMMUNAUTE</a>.</p><br>",odf_200067460,Côtes d'Armor
212703755,LOUVIERS,COM,NOR-28,,,https://www.data.gouv.fr/fr/organizations/53806fe2a3a7297e4d35d6c6,3,53806fe2a3a7297e4d35d6c6,,19081,49.214525,1.165051,datagouv,27,DataGouv,Télécom-Equipements,p_10_25,d_1_5,DataGouv,"<p>L'organisation LOUVIERS est une commune et se situe dans le département de Eure (27). Cette commune représente une population de 19081 habitants</p><br><p>LOUVIERS publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 3 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/53806fe2a3a7297e4d35d6c6'> sa page sur datagouv</a>.</p><br>",odf_212703755,Eure
214001612,LUBBON,COM,NAQ-75,,,https://www.data.gouv.fr/fr/datasets/base-adresse-locale-de-la-commune-de-lubbon/,2,,,95,44.102831,-0.014866,datagouv,40,DataGouv,Equipements,p_0_1,d_1_5,DataGouv,"<p>L'organisation LUBBON est une commune et se situe dans le département de Landes (40). Cette commune représente une population de 95 habitants</p><br><p>LUBBON publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 2 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/datasets/base-adresse-locale-de-la-commune-de-lubbon/'> sa page sur datagouv</a>.</p><br>",odf_214001612,Landes
216901231,LYON,COM,ARA-84,https://data.grandlyon.com/recherche?responsibleParty.organisationName=Ville%20de%20Lyon,16,,,,,30428,45.7579,4.8353,ptf,69,Data Grand Lyon,Transport-Urbanisme-Environnement,p_25_50,d_11_25,GeoNetwork,"<p>L'organisation LYON est une commune et se situe dans le département de Rhône (69). Cette commune représente une population de 30428 habitants</p><br><p>LYON publie uniquement sur un portail local avec une plateforme de type GeoNetwork.</p><br><p>Cette organisation a publié 16 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://data.grandlyon.com/recherche?responsibleParty.organisationName=Ville%20de%20Lyon'> la plateforme de LYON</a>.</p><br>",odf_216901231,Rhône
423221795,MADININAIR,OACT,GF-03,https://data-madininair.opendata.arcgis.com/datasets,26,,,,,,14.6155,-61.0787,ptf,972,Data Madininair,Environnement,p_na,d_26_50,ArcGIS,"<p>L'organisation MADININAIR est un organisme associé de collectivité territoriale et se situe dans le département de Martinique (972). </p><br><p>MADININAIR publie uniquement sur un portail local avec une plateforme de type ArcGIS.</p><br><p>Cette organisation a publié 26 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://data-madininair.opendata.arcgis.com/datasets'> la plateforme de MADININAIR</a>.</p><br>",odf_423221795,Martinique
200013704,MAHINA,COM,PF,,,https://www.data.gouv.fr/fr/organizations/552d6a09c751df1ed737dddb,2,552d6a09c751df1ed737dddb,,14645,-17.511766,-149.504165,datagouv,987,DataGouv,Citoyenneté,p_10_25,d_1_5,DataGouv,"<p>L'organisation MAHINA est une commune et se situe dans le département de Polynésie française (987). Cette commune représente une population de 14645 habitants</p><br><p>MAHINA publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 2 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/552d6a09c751df1ed737dddb'> sa page sur datagouv</a>.</p><br>",odf_200013704,Polynésie française
224900019,MAINE ET LOIRE,DEP,PDL-52,https://data.maine-et-loire.fr/explore/?q=&disjunctive.diffuseur&disjunctive.publisher&source=shared&sort=modified&geonav=world%2Fworld_fr%2Ffr_40_52%2Ffr_60_49&geonav-asc&refine.publisher=D%C3%A9partement+de+Maine-et-Loire,88,https://www.data.gouv.fr/fr/organizations/5e32cef58b4c411011bd3bab/,88,5e32cef58b4c411011bd3bab,,815325,47.466735,-0.56191,ptf+datagouv,49,Opendata Maine et Loire 49,Environnement-Social-Administratif-Education-Transport-Enfance-Urbanisme,p_500_1000,d_101_250,TYPO3 In Cite,"<p>L'organisation MAINE ET LOIRE est un département et se situe dans le département de Maine-et-Loire (49). Ce département représente une population de 815325 habitants</p><br><p>MAINE ET LOIRE publie sur un portail local et sur data.gouv avec une plateforme de type TYPO3 In Cite.</p><br><p>Cette organisation a publié 176 jeux de données : 88 jeux de données sur sa plateforme et 88 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://data.maine-et-loire.fr/explore/?q=&disjunctive.diffuseur&disjunctive.publisher&source=shared&sort=modified&geonav=world%2Fworld_fr%2Ffr_40_52%2Ffr_60_49&geonav-asc&refine.publisher=D%C3%A9partement+de+Maine-et-Loire'> la plateforme de MAINE ET LOIRE</a> ou sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5e32cef58b4c411011bd3bab/'> sa page sur datagouv</a>.</p><br>",odf_224900019,Maine-et-Loire
399054964,MAISON DE L'ESTUAIRE DE LA SEINE,OACT,NOR-28,https://data.maisondelestuaire.org,19,,,,,,49.4858,0.135017,ptf,76,Data Maison de l'Estuaire,Environnement-Tourisme-Urbanisme,p_na,d_11_25,Spécifique,"<p>L'organisation MAISON DE L'ESTUAIRE DE LA SEINE est un organisme associé de collectivité territoriale et se situe dans le département de Seine-Maritime (76). </p><br><p>MAISON DE L'ESTUAIRE DE LA SEINE publie uniquement sur un portail local avec une plateforme de type Spécifique.</p><br><p>Cette organisation a publié 19 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://data.maisondelestuaire.org'> la plateforme de MAISON DE L'ESTUAIRE DE LA SEINE</a>.</p><br>",odf_399054964,Seine-Maritime
844634873,MALO AGGLO TRANSPORTS,DSPT,BRE-53,,,https://www.data.gouv.fr/fr/organizations/5ef0721566bea174e2d08b2c/,3,5ef0721566bea174e2d08b2c,,,48.637286,-1.974277,datagouv,35,DataGouv,Transport,p_na,d_1_5,DataGouv,"<p>L'organisation MALO AGGLO TRANSPORTS est un délégataire de services publics territoriaux et se situe dans le département de Ille-et-Vilaine (35). </p><br><p>MALO AGGLO TRANSPORTS publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 3 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5ef0721566bea174e2d08b2c/'> sa page sur datagouv</a>.</p><br>",odf_844634873,Ille-et-Vilaine
225005024,MANCHE,DEP,NOR-28,https://www.opendata-manche.fr/web/guest/donnees,50,https://www.data.gouv.fr/fr/organizations/534fff67a3a7292c64a77d87,35,534fff67a3a7292c64a77d87,,492627,49.111371,-1.08196,ptf+datagouv,50,Opendata Manche,Education-Administratif-Urbanisme-Economie-Citoyenneté-Télécom-Environnement-Equipements,p_250_500,d_51_100,MGDIS Open Data,"<p>L'organisation MANCHE est un département et se situe dans le département de Manche (50). Ce département représente une population de 492627 habitants</p><br><p>MANCHE publie sur un portail local et sur data.gouv avec une plateforme de type MGDIS Open Data.</p><br><p>Cette organisation a publié 85 jeux de données : 50 jeux de données sur sa plateforme et 35 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.opendata-manche.fr/web/guest/donnees'> la plateforme de MANCHE</a> ou sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/534fff67a3a7292c64a77d87'> sa page sur datagouv</a>.</p><br>",odf_225005024,Manche
255003592,MANCHE NUMERIQUE,AGCT,NOR-28,https://www.opendata-manche.fr/web/guest/donnees,30,,,,,,49.1132,-1.04905,ptf,50,Opendata Manche,Télécom,p_na,d_26_50,MGDIS Open Data,"<p>L'organisation MANCHE NUMERIQUE est un autre groupement de collectivité territoriale et se situe dans le département de Manche (50). </p><br><p>MANCHE NUMERIQUE publie uniquement sur un portail local avec une plateforme de type MGDIS Open Data.</p><br><p>Cette organisation a publié 30 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.opendata-manche.fr/web/guest/donnees'> la plateforme de MANCHE NUMERIQUE</a>.</p><br>",odf_255003592,Manche
219400470,MANDRE LES ROSES,COM,IDF-11,https://mandres.data4citizen.com/portail?facet.field=[%22organization%22 %22tags%22 %22theme%22 %22features%22]&rows=10&start=0&fq=organization:(mandres),7,,,,,4703,48.6501,2.542,ptf,94,Opendata Mandres,Administratif-Citoyenneté-Education,p_1_5,d_6_10,DATA4CITIZEN,"<p>L'organisation MANDRE LES ROSES est une commune et se situe dans le département de Val-de-Marne (94). Cette commune représente une population de 4703 habitants</p><br><p>MANDRE LES ROSES publie uniquement sur un portail local avec une plateforme de type DATA4CITIZEN.</p><br><p>Cette organisation a publié 7 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://mandres.data4citizen.com/portail?facet.field=[%22organization%22 %22tags%22 %22theme%22 %22features%22]&rows=10&start=0&fq=organization:(mandres)'> la plateforme de MANDRE LES ROSES</a>.</p><br>",odf_219400470,Val-de-Marne
219200474,MARNES LA COQUETTE,COM,IDF-11,,,https://www.data.gouv.fr/fr/organizations/55094e4cc751df601a882846,9,55094e4cc751df601a882846,,1801,48.830016,2.17586,datagouv,92,DataGouv,Sport-Santé-Administratif-Culture-Tourisme-Economie,p_1_5,d_6_10,DataGouv,"<p>L'organisation MARNES LA COQUETTE est une commune et se situe dans le département de Hauts-de-Seine (92). Cette commune représente une population de 1801 habitants</p><br><p>MARNES LA COQUETTE publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 9 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/55094e4cc751df601a882846'> sa page sur datagouv</a>.</p><br>",odf_219200474,Hauts-de-Seine
211300553,MARSEILLE,COM,PAC-93,https://trouver.datasud.fr/organization/ville-de-marseille,35,,,,,24609,43.2804,5.3806,ptf,13,Data Sud,Administratif-Citoyenneté-Transport-Culture-Santé-Equipements-Education-Economie,p_10_25,d_26_50,CKAN,"<p>L'organisation MARSEILLE est une commune et se situe dans le département de Bouches-du-Rhône (13). Cette commune représente une population de 24609 habitants</p><br><p>MARSEILLE publie uniquement sur un portail local avec une plateforme de type CKAN.</p><br><p>Cette organisation a publié 35 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://trouver.datasud.fr/organization/ville-de-marseille'> la plateforme de MARSEILLE</a>.</p><br>",odf_211300553,Bouches-du-Rhône
211300561,MARTIGUES,COM,PAC-93,https://trouver.datasud.fr/organization/ville-de-martigues,15,,,,,49938,43.404463,5.047256,ptf,13,Data Sud,Environnement-Urbanisme-Social-Culture-Tourisme-Citoyenneté-Administratif,p_25_50,d_11_25,CKAN,"<p>L'organisation MARTIGUES est une commune et se situe dans le département de Bouches-du-Rhône (13). Cette commune représente une population de 49938 habitants</p><br><p>MARTIGUES publie uniquement sur un portail local avec une plateforme de type CKAN.</p><br><p>Cette organisation a publié 15 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://trouver.datasud.fr/organization/ville-de-martigues'> la plateforme de MARTIGUES</a>.</p><br>",odf_211300561,Bouches-du-Rhône
200060010,MAUGES COMMUNAUTE,CA,PDL-52,https://data.paysdelaloire.fr/explore/?disjunctive.publisher&sort=modified&refine.gestionnaire=Mauges+Communauté+,8,,,,Mauges Communauté,121088,47.208942,-0.981445,ptf,49,Data Pays de la Loire,Culture-Economie-Social-Environnement,p_100_250,d_6_10,OpenDataSoft,"<p>L'organisation MAUGES COMMUNAUTE est une communauté d'agglomérations et se situe dans le département de Maine-et-Loire (49). Cette communauté d'agglomérations représente une population de 121088 habitants</p><br><p>MAUGES COMMUNAUTE publie uniquement sur un portail local avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié 8 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://data.paysdelaloire.fr/explore/?disjunctive.publisher&sort=modified&refine.gestionnaire=Mauges+Communauté+'> la plateforme de MAUGES COMMUNAUTE</a>.</p><br>",odf_200060010,Maine-et-Loire
216403717,MAULEON-LICHARRE,COM,NAQ-75,,,https://www.data.gouv.fr/fr/organizations/commune-de-mauleon-licharre/,2,,,2950,43.223337,-0.888587,datagouv,64,DataGouv,Equipements,p_1_5,d_1_5,DataGouv,"<p>L'organisation MAULEON-LICHARRE est une commune et se situe dans le département de Pyrénées-Atlantiques (64). Cette commune représente une population de 2950 habitants</p><br><p>MAULEON-LICHARRE publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 2 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/commune-de-mauleon-licharre/'> sa page sur datagouv</a>.</p><br>",odf_216403717,Pyrénées-Atlantiques
225300011,MAYENNE,DEP,PDL-52,,,https://www.data.gouv.fr/fr/organizations/5aeab860c751df3bca98b623/,292,5aeab860c751df3bca98b623,,305021,48.061435,-0.771493,datagouv,53,DataGouv,Urbanisme-Environnement-Administratif-Citoyenneté,p_250_500,d_251_500,DataGouv,"<p>L'organisation MAYENNE est un département et se situe dans le département de Mayenne (53). Ce département représente une population de 305021 habitants</p><br><p>MAYENNE publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 292 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5aeab860c751df3bca98b623/'> sa page sur datagouv</a>.</p><br>",odf_225300011,Mayenne
